CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
8426456,2017,2018-06-12,1942,2017-07-19,1610,41553,2136,3,5,7,1942,0,0,0,,0,10T34,"SATICOY ST","TOPANGA CANYON BL",0.00,,Y,A,-,Y,LA,7,27,-,-,15.041,I,5,S,N,3,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,D,22,0,1,0,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.60604825999999,34.208283850000001
8430848,2017,2018-06-12,1942,2017-07-01,1200,37550,0851,6,5,7,1942,0,0,0,H,0,8TL35,"SANTA MONICA BL","CENTINELLA AV",0.00,,Y,B,-,Y,LA,7,2,-,-,2.321,I,5,E,N,4,0,2,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,0,2,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.46773422,34.038633840000003
8431795,2017,2018-03-26,1942,2017-06-30,1520,31255,1436,5,5,7,1942,0,0,0,N,0,7TL38,"LINCOLN BL","MILWOOD AV",0.00,,Y,A,-,Y,LA,7,1,-,-,32.651,I,5,S,N,4,0,1,2,A,-,09,21801,B,N,D,C,A,A,H,-,A,D,0,,,Y,,Y,,C,02,0,0,1,0,0,0,0,0,1,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.46002213,33.997498129999997
8438765,2017,2018-06-22,1942,2017-08-07,2000,37340,2184,1,5,7,1942,0,0,0,,0,,BURBANK,"TOPANGA CANYON",0.00,,Y,A,-,Y,LA,7,27,-,-,12.521,I,5,S,Y,4,0,1,2,A,-,09,21801,A,N,A,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.60594354,34.172086129999997
8441276,2017,2018-06-20,1942,2017-07-17,1600,40452,1445,1,5,7,1942,0,0,0,N,0,7TL38,"VENICE BL","WADE ST",0.00,,Y,A,-,Y,LA,7,187,-,-,4.481,I,5,W,Y,3,0,1,3,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.43815195000001,34.001529830000003
8442433,2017,2018-06-19,1942,2017-08-16,0830,41923,0531,3,5,7,1942,0,0,0,E,0,25T41,"PRESIDENT AV","PACIFIC COAST HWY",0.00,,Y,A,-,Y,LA,7,1,-,-,12.912,I,6,N,N,3,0,1,1,A,-,03,22350,,N,H,I,A,A,G,-,A,D,0,,,,,Y,,A,08,0,1,0,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.30428378000001,33.789529229999999
8447712,2017,2018-06-12,1942,2017-07-08,2330,4492,761,6,5,7,1942,0,0,0,,0,19X8,"TOPANGA CANYON","NORDHOFF ST",0.00,,Y,A,-,Y,LA,7,27,-,-,17.007,I,6,N,N,4,0,1,2,A,-,03,22350,,F,C,C,A,A,H,-,E,B,0,,,,,Y,,-,99,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.60491555999999,34.235452049999999
8447716,2017,2018-03-24,1942,2017-06-16,0125,39205,1181,5,5,7,1942,0,0,0,K,0,,"ALVARADO ST",SUNSET,200.00,N,N,A,-,Y,LA,7,2,-,-,13.190,I,6,W,,4,0,1,2,A,-,04,21703,,F,C,G,A,A,H,-,C,D,0,,Y,,,Y,Y,-,,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.26346919,34.077623860000003
8447720,2017,2018-06-12,1942,2017-07-06,1715,38168,0668,4,5,7,1942,0,0,0,F,0,6A45,"SANTA MONICA",WILTON,0.00,,Y,A,-,Y,LA,7,2,-,-,12.320,I,5,W,Y,4,0,3,3,A,-,09,21801,A,N,A,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.31389162000001,34.090767239999998
8447760,2017,2018-06-12,1942,2017-08-08,1521,40953,063,2,5,7,1942,0,0,0,F,0,,"SANTA MONICA BL","SEWARD AV",0.00,,Y,A,-,Y,LA,7,2,-,-,11.201,I,5,W,Y,4,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,Y,,Y,,A,01,0,0,1,0,0,0,0,0,1,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.33328992,34.090728599999998
8447919,2017,2018-05-11,1942,2017-09-05,1115,34959,1463,2,5,7,1942,0,0,0,N,0,20T59W,"LINCOLN BL","JEFFERSON BL",0.00,,Y,A,-,Y,LA,7,1,-,-,30.163,I,5,S,Y,3,0,3,2,A,-,09,21801,A,N,D,C,A,A,D,-,A,D,0,,,,,Y,,A,01,0,2,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.43042876,33.97207212
8447948,2017,2018-06-20,1942,2017-07-23,1315,34959,1409,7,5,7,1942,0,0,0,N,0,20T56,"VENICE BL","HUGHES AV",0.00,,Y,A,-,Y,LA,7,187,-,-,7.187,I,5,W,Y,4,0,2,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.39892220999999,34.023484840000002
8453619,2017,2018-06-25,1942,2017-08-08,0155,40157,0663,2,5,7,1942,0,0,0,F,0,14T47,"SANTA MONICA BL","SYCAMORE AV",0.00,,Y,A,-,Y,LA,7,2,-,-,10.651,I,5,W,Y,4,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.34280038999999,34.090704840000001
8455583,2017,2018-06-20,1942,2017-09-12,0627,38721,1445,2,5,7,1942,0,0,0,N,0,8TL35,"VENICE BL","WADE ST",7.00,W,N,B,-,Y,LA,7,187,-,-,4.481,I,5,E,Y,3,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,B,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.43796365999999,34.001319539999997
8465694,2018,2019-03-26,1942,2018-11-14,0750,37768,0508,3,5,7,1942,0,0,0,E,0,6D237,"WESTERN AV","238TH ST",0.00,,Y,A,-,Y,LA,7,213,-,-,6.417,I,5,N,Y,1,1,2,3,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.30820465087891,33.808834075927734
8472101,2017,2018-05-11,1942,2017-08-08,1815,42392,14,2,5,7,1942,0,0,0,N,0,,"LINCOLN BL","SUNSET AV",0.00,,N,A,-,Y,LA,7,1,-,-,33.001,I,5,S,N,4,0,1,2,A,-,09,21801,A,N,B,G,A,A,H,-,A,A,0,,Y,,,Y,,D,22,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.4655056,34.000142369999999
8472178,2017,2018-06-12,1942,2017-08-19,0145,39452,678,6,5,7,1942,0,0,0,,0,6G3,"SANTA MONICA",WESTERN,0.00,,Y,A,-,Y,LA,7,2,-,-,12.580,I,5,E,N,4,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,C,A,0,,,Y,,Y,,A,01,0,0,1,0,0,0,0,0,1,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.30937382,34.090774549999999
8472419,2017,2018-06-15,1942,2017-10-05,0823,41439,0513,4,5,7,1942,0,0,0,E,0,5A11,"EAST PACIFIC COAST HWY","FRAMPTON AV",0.00,,Y,A,-,Y,LA,7,1,-,-,12.662,I,5,S,N,4,0,2,3,A,-,09,21801,A,F,-,C,A,A,H,-,A,A,0,,,,,Y,Y,-,99,0,0,2,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.29993777999999,33.789407140000002
8474891,2017,2018-05-11,1942,2017-09-25,1225,34956,1444,1,5,7,1942,0,0,0,N,0,14A49,"LINCOLN BL","WASHINGTON BL",0.00,,Y,A,-,Y,LA,7,1,-,-,31.780,I,5,N,N,4,0,1,2,A,-,00,22106,B,N,G,B,B,A,H,-,A,A,0,Y,,,,Y,,N,60,0,0,1,0,1,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.44780394999999,33.990503480000001
8478149,2017,2018-06-22,1942,2017-09-24,0200,42685,1454,7,5,7,1942,0,0,0,N,0,14A45,"MINDANAO WY","RT 90",0.00,,Y,A,-,Y,LA,7,90,-,-,1.201,I,5,W,Y,4,0,1,2,A,-,03,22350,,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.43780586,33.983817219999999
8479929,2017,2018-05-14,1942,2017-09-11,0840,42912,0531,1,5,7,1942,0,0,0,E,0,18A41,"BELLE PORTE AV","PACIFIC COAST HWY",0.00,,Y,A,-,Y,LA,7,1,-,-,12.733,I,5,S,Y,3,0,1,2,A,-,09,21453,C,N,B,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.30117176,33.78940566
8479941,2017,2018-06-19,1942,2017-09-18,1015,42630,0513,1,5,7,1942,0,0,0,E,0,5A25,"PACIFIC COAST HWY",VERMONT,0.00,,Y,A,-,Y,LA,7,1,-,-,12.171,I,5,N,N,4,0,1,2,A,-,17,21658,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.29174892,33.791064200000001
8479959,2017,2018-06-15,1942,2017-10-03,0730,32758,0518,2,5,7,1942,0,0,0,E,0,5A1,"PACIFIC COAST HWY","BROAD AV",7.00,E,N,A,-,Y,LA,7,1,-,-,10.436,I,5,N,N,4,0,1,2,A,-,11,21456,B,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.26166834999999,33.791333080000001
8482258,2017,2018-07-03,1942,2017-10-05,2225,33757,0678,4,5,7,1942,0,0,0,F,0,6T7,"OXFORD AV","SANTA MONICA BL",0.00,,Y,A,-,Y,LA,7,2,-,-,12.661,I,5,W,Y,4,0,1,3,A,-,12,21453,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.3079669,34.090782750000002
8483268,2017,2018-06-15,1942,2017-10-21,1820,36989,0532,6,5,7,1942,0,0,0,E,0,5A24,"PACIFIC COAST HWY","GULF AV",20.00,E,N,A,-,Y,LA,7,1,-,-,11.145,I,5,S,N,3,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,C,D,0,,,,,Y,,D,22,0,1,0,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.27398395,33.79054232
8485840,2017,2018-06-25,1942,2017-08-17,1115,38032,678,4,5,7,1942,0,0,0,,0,6A31,"SANTA MONICA BL","FLEMISH LN",0.00,,Y,A,-,Y,LA,7,2,-,-,12.621,I,5,W,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.30866195,34.090778049999997
8490277,2017,2018-06-15,1942,2017-10-20,1415,40059,1494,5,5,7,1942,0,0,0,N,0,LAX,"SOUTH SEPULVEDA BL","EAST IMPERIAL HWY",0.00,,Y,A,-,Y,LA,7,1,-,-,25.921,I,5,S,N,4,0,1,2,A,-,08,22107,,N,B,C,A,A,H,-,A,D,0,,,Y,,Y,,-,"- ",0,0,1,0,0,0,0,0,1,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.39623797,33.931422759999997
8492099,2017,2018-06-20,1942,2017-09-12,0630,36553,1409,2,5,7,1942,0,0,0,N,0,14TL49,"VENICE BL","HUGHES AV",0.00,,Y,A,-,Y,LA,7,187,-,-,7.187,I,5,W,Y,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.39892220999999,34.023484840000002
8493202,2017,2018-06-11,1942,2017-08-30,2305,41911,0555,3,5,7,1942,0,0,0,E,0,25T41,GAFFEY,"RT 110",0.00,,Y,A,-,Y,LA,7,110,-,R,0.745,I,5,S,Y,4,0,1,3,A,-,12,21453,A,N,B,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.29229582000001,33.74677707
8493222,2017,2018-05-14,1942,2017-09-09,2030,42364,0513,6,5,7,1942,0,0,0,E,0,25T41,"PACIFIC COAST HWY","FIGUEROA PL",8.00,E,N,A,-,Y,LA,7,1,-,-,11.660,I,5,S,N,3,0,1,2,A,-,12,21453,A,N,G,B,-,A,H,-,C,A,0,Y,,,,Y,,A,01,0,1,0,0,1,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.28302037,33.790609430000003
8493292,2017,2018-06-15,1942,2017-10-06,1205,42770,0518,5,5,7,1942,0,0,0,E,0,5A15,"PACIFIC COAST HWY","BROAD AV",0.00,,Y,A,-,Y,LA,7,1,-,-,10.436,I,5,N,N,4,0,3,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.26166834999999,33.791333080000001
8494666,2017,2018-05-14,1942,2017-09-13,1000,31702,0519,3,5,7,1942,0,0,0,E,0,CM99,"PACIFIC COAST HWY","O ST",52800.00,E,N,A,-,Y,LA,7,1,-,-,8.564,I,5,S,N,4,0,3,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,Y,Y,,-,"- ",0,0,3,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.22941871,33.791241149999998
8494717,2017,2018-06-15,1942,2017-10-10,2135,38503,0031,2,5,7,1942,0,0,0,,0,25TL27,"PACIFIC COAST HWY","BELLE PORTE AV",0.00,,Y,A,-,Y,LA,7,1,-,-,12.733,I,5,N,N,3,0,1,2,A,-,05,21650,1,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.30117708,33.789520920000001
8495782,2017,2018-06-15,1942,2017-10-27,0650,42770,0528,5,5,7,1942,0,0,0,E,0,5A15,"PACIFIC COAST HWY","WATSON AV",0.00,,Y,A,-,Y,LA,7,1,-,-,9.681,I,5,S,N,3,0,2,2,A,-,09,21801,A,N,A,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.24811018,33.790890500000003
8499244,2017,2018-06-15,1942,2017-10-30,1050,42770,0519,1,5,7,1942,0,0,0,E,0,5A15,"PACIFIC COAST HWY","COIL AV",0.00,,Y,A,-,Y,LA,7,1,-,-,9.451,I,5,S,Y,3,0,1,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,Y,Y,,F,27,0,1,0,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.24419544,33.791051119999999
8504004,2015,2016-10-31,1942,2015-02-27,0705,33118,528,5,5,7,1942,0,0,0,,0,5A17,PCH,"WATSON AV",0.00,,Y,A,-,Y,LA,7,1,-,-,9.681,I,5,S,N,4,0,1,2,A,-,10,21950,A,N,G,B,B,A,H,-,A,A,0,Y,,,,Y,,D,22,0,0,1,0,1,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.24811018,33.790890500000003
8504261,2017,2018-06-26,1942,2017-12-07,2250,42737,2134,4,5,7,1942,0,0,0,,0,21A5,"TOPANGA CANYON BL","SATICOY ST",0.00,,Y,A,-,Y,LA,7,27,-,-,15.041,I,5,S,N,3,0,1,2,A,-,10,21950,A,N,A,B,B,A,H,-,C,A,0,Y,,,,Y,,A,01,0,1,0,0,1,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.60604825999999,34.208283850000001
8504287,2017,2018-07-09,1942,2017-11-17,1740,42420,0822,5,5,7,1942,0,0,0,H,0,8A59,"PACIFIC COAST HWY","TAHITI AV",0.00,,Y,A,-,Y,LA,7,1,-,-,38.210,I,5,S,N,4,0,1,2,A,-,08,22100,B,N,D,G,A,A,H,-,D,D,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.53774429000001,34.036725429999997
8504326,2017,2018-06-26,1942,2017-12-21,1810,42051,2196,4,5,7,1942,0,0,0,,0,21A97,"TOPANGA CANYON BL","DUMETZ RD",0.00,,Y,A,-,Y,LA,7,27,-,-,11.471,I,5,N,N,4,0,1,2,A,-,09,21801,A,N,A,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.605824,34.156836310000003
8505246,2017,2018-06-26,1942,2017-11-11,1300,38857,2134,6,5,7,1942,0,0,0,,0,15TL44,"TOPANGA CANYON BL","WYANDOTTE ST",0.00,,Y,A,-,Y,LA,7,27,-,-,14.651,I,5,S,Y,3,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,Y,,Y,,A,01,0,1,0,0,0,0,0,0,1,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.60603233000001,34.202567600000002
8507380,2017,2018-06-20,1942,2017-09-29,1240,37854,0663,5,5,7,1942,0,0,0,F,0,6XL42,"SANTA MONICA BL","SYCAMORE AV",0.00,,Y,A,-,Y,LA,7,2,-,-,10.651,I,5,W,Y,4,0,2,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.34280038999999,34.090704840000001
8509450,2017,2018-06-15,1942,2017-11-06,1015,41858,0872,1,5,7,1942,0,0,0,H,0,8TL26,PCH,"CHAUTAUQUA BL",0.00,,Y,A,-,Y,LA,7,1,-,-,37.045,I,5,S,N,4,0,1,2,A,-,07,21658,A,N,B,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.51947208999999,34.028163249999999
8511674,2017,2018-06-13,1942,2017-11-10,1405,42902,HARBO,5,5,7,1942,0,0,0,,0,0531,"FRAMPTON ST","PACIFIC COAST HWY",0.00,,Y,A,-,Y,LA,7,1,-,-,12.662,I,5,N,N,4,0,2,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.29994474999999,33.789521100000002
8514908,2017,2018-06-15,1942,2017-11-25,1330,42770,0503,6,5,7,1942,0,0,0,E,0,0503,"PACIFIC COAST HWY","BIXBY AV",5.00,E,N,A,-,Y,LA,7,1,-,-,12.120,I,5,N,N,4,0,1,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.29087461,33.791062250000003
8516078,2017,2018-06-15,1942,2017-11-22,0915,40007,0515,3,5,7,1942,0,0,0,E,0,5A25,"NEPTUNE AV","PACIFIC COAST HWY",0.00,,Y,A,-,Y,LA,7,1,-,-,10.901,I,5,S,Y,3,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.26971807,33.790771530000001
8519013,2017,2018-06-15,1942,2017-12-08,1355,41179,1454,5,5,7,1942,0,0,0,N,0,8TL26,"LINCOLN BL","CULVER BL",75.00,S,N,A,-,Y,LA,7,1,-,-,30.449,I,5,S,Y,3,0,4,3,A,-,05,21650,,N,A,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,3,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.43283005000001,33.975672510000003
8525687,2017,2018-06-15,1942,2017-12-17,1010,31324,0513,7,5,7,1942,0,0,0,E,0,5A11,"BIXBY AV","PACIFIC COAST HWY",198.00,N,N,A,-,Y,LA,7,1,-,-,12.120,I,6,N,N,4,0,1,2,A,-,21,22106,,F,H,C,A,A,H,-,A,A,0,,,,,Y,,-,99,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.29087461,33.791062250000003
8525752,2017,2018-06-15,1942,2017-12-22,1300,35267,0503,5,5,7,1942,0,0,0,E,0,5A11,"PACIFIC COAST HWY","DODGE AV",14.00,W,N,A,-,Y,LA,7,1,-,-,12.010,I,5,N,N,4,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.28898895,33.791057619999997
8525902,2017,2018-06-14,1942,2017-11-19,0025,42249,1494,7,5,7,1942,0,0,0,N,0,14A73,"IMPERIAL HWY","CALIFORNIA ST",50.00,W,N,A,-,Y,LA,7,105,-,R,0.051,I,5,W,Y,4,0,1,2,A,-,01,23152,A,N,A,C,A,A,-,-,C,-,0,,,,,Y,Y,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.40404107000001,33.93150472
8529948,2017,2018-06-15,1942,2017-12-07,0840,41911,0518,4,5,7,1942,0,0,0,E,0,28T21W,"RT 1","BROAD AV",0.00,,Y,A,-,Y,LA,7,1,-,-,10.436,I,5,S,Y,4,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,Y,,Y,,A,07,0,0,1,0,0,0,0,0,1,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.26167073000001,33.791223629999998
8536131,2017,2018-07-09,1942,2017-11-23,1310,41921,0514,4,5,7,1942,0,0,0,E,0,25TL22,"W PACIFIC COAST HWY","FIGUEROA AV",300.00,W,N,A,-,Y,LA,7,1,-,-,11.660,I,5,S,N,4,0,1,2,A,-,10,21950,A,F,G,B,B,A,H,-,A,A,0,Y,,,,Y,,-,99,0,0,1,0,1,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.28302037,33.790609430000003
8540318,2018,2018-08-10,1942,2018-01-25,1802,39318,0821,4,5,7,1942,0,0,0,H,0,8X48,"PACIFIC COAST HWY","SUNSET BL",0.00,,Y,A,-,Y,LA,7,1,-,-,39.326,I,5,S,Y,3,0,1,2,A,-,11,21106,B,N,G,B,B,A,H,-,C,A,0,Y,,,,Y,,N,60,0,1,0,0,1,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.55567932128906,34.0384521484375
8540354,2018,2018-08-17,1942,2018-06-14,1605,38720,0519,4,5,7,1942,0,0,0,E,0,5A24,"PACIFIC COAST HWY","COIL AV",0.00,,Y,A,-,Y,LA,7,1,-,-,9.451,I,5,N,Y,3,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,1,0,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.24420166015625,33.791145324707031
8543796,2017,2018-06-15,1942,2017-12-29,1915,42721,1701,5,5,7,1942,0,0,0,Q,0,17A35,"PORTER RANCH DR","RT 118",15.00,S,N,A,-,Y,LA,7,118,-,R,3.705,I,5,W,Y,3,0,4,2,A,-,09,21801,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,07,0,2,2,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.57249032,34.273644339999997
8543873,2018,2018-08-10,1942,2018-01-22,0225,42364,528,1,5,7,1942,0,0,0,,0,25T21,"BLINN AV","PACIFIC COAST HWY",0.00,,Y,A,-,Y,LA,7,1,-,-,9.531,I,6,S,Y,4,0,1,1,A,-,03,22350,,N,-,C,A,A,G,-,C,-,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.24555969238281,33.791019439697266
8543973,2017,2018-07-03,1942,2017-12-25,2150,42334,6A46,1,5,7,1942,0,0,0,,0,6A67,"SANTA MONICA BL","SYCAMORE AV",0.00,,Y,A,-,Y,LA,7,2,-,-,10.651,I,5,W,Y,4,0,1,3,A,-,09,21802,A,N,B,C,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.34280038999999,34.090704840000001
8545640,2018,2018-08-10,1942,2018-01-14,0310,538995,2610,7,5,7,1942,0,0,0,,0,263T1,"20TH ST EAST","RT 138",0.00,,Y,A,-,Y,LA,7,138,-,-,45.710,I,6,E,Y,4,0,1,2,A,-,01,23152,A,M,B,C,A,A,H,-,C,A,0,,,,,Y,Y,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.09412384033203,34.579757690429688
